IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,IC24,IC25,IC26,IC27,IC28,IC29,IC30,IC31
0.021331043460235313,-0.10900377649176457,-0.040574922218858174,-0.016051777550033848,-0.036725631110817794,0.08225409956791825,-0.049891619986516145,0.03724722085773072,0.04455161933638931,0.04572371185942767,0.02619570562391949,0.08909828178146927,0.15157745837469266,0.029359054739634606,0.0628534581492761,0.06087379979800012,0.03701566971287589,-0.08697900808466605,-0.05390912468008436,-0.034017117053708086,-0.044050191748576446,-0.016918273847102833,-0.06944990532158543,-0.026282932341533054,0.07225214529891244,0.06439866584923974,-0.0008637683827628257,0.01704068634254065,-0.04028695235413385,-0.0402017238767358,0.013126707686891996
-0.07327430471137437,0.018233168583478558,0.013390467043428552,-0.03379697904153714,0.06998232562874139,0.04801093585100534,0.049765345654121565,-0.043310928745971033,0.08385641186702389,0.07552327920466165,0.006342232277004279,0.07151253533406851,0.02897055519145669,-0.014772767530668739,-0.1583715713240437,0.0316103653761123,0.07992260542178146,-0.08214265910056755,-0.051872051963752955,-0.013213651204274172,0.06262937819980688,-0.03121738208511176,0.011121317192374188,-0.007526452294918607,0.05605275134556402,-0.011509144686840425,0.007544435219736245,0.06283858106821161,0.14988291706133247,-0.016529282187417477,0.053165770186891996
0.013466001582819938,0.0009249919549746008,-0.026386310962887724,-0.04112701860572558,0.03613487734507317,-0.029916677752182673,-0.04775582580539323,0.0671911608727022,0.0498326824408569,-0.022394389012935976,-0.008399593215727164,-0.10101675325042518,0.026053966013336684,0.059015133648889134,-0.14876448338079837,0.029871262783397835,0.12210347717879738,0.02065183318936654,0.061910918921363516,0.12353242845360358,0.031258223588040306,-0.0197193391129592,0.031466602995715624,-0.008892702461204684,0.1028868203507969,0.03518664396012768,-0.020767377265967044,0.012291078240395669,-0.0186653789774409,-0.010600323099136225,-0.129207276688108
0.027630077842441734,0.01193745681593944,-0.02047340093521645,-0.020748448090208073,0.011174161081844535,-0.04366314757868666,0.06951004268779117,-0.0013021722122736957,0.10809845981861414,-0.006845736805375307,-0.02429863143278092,-0.05712572482819632,0.10485111019936702,0.04906154955150027,-0.002524763523942324,0.051193225359693034,0.05787812666738844,-0.07684256787796145,-0.010604639673792984,0.028209339191003522,0.05893090316836834,0.00705001346074727,0.007002858713087118,0.009120639220981155,0.08583704749787345,-0.10546899572764755,-0.006344525509555178,0.013836580774006088,0.03674463317100217,-0.009644401365881503,-0.002010011063108003
0.035485238271246757,0.01736259048820133,-0.13067112824882868,-0.08513895225230805,0.16460640136723195,0.023010660275294248,0.0026159653923609237,-0.0756792652410931,0.06669814288119039,-0.008277189018770035,-0.0029076036367682865,0.04206208515938073,0.05479726987808204,-0.020350628883292896,-0.049930050957478794,0.0625865369734241,-0.03164002472869419,-0.08152724774950038,0.002899625184849325,-0.06367943212648218,0.015996672108796895,-0.020599739875004915,-0.029799358711945393,-0.006020408398161344,0.025685663116438197,-0.07046271956503905,0.007909263619070355,0.07637285836734863,0.053515657700954046,-0.017563894473865454,-0.050349854813108004
0.008068111508125187,0.0018227219754658548,-0.10611576978088513,0.04713432582150387,0.14098855359146817,-0.019489686809989373,0.0008025158591151863,-0.010618135503897397,0.07657912552981397,0.013553428767790499,0.005894628366772426,-0.055754141815532926,0.04252765156523495,-0.04256774174378217,-0.056899744867389516,0.07769426724583625,0.03596970733418992,-0.05517748509224438,-0.1652286751333667,-0.029330443235097637,0.021106134256507484,-0.04329728975576867,-0.08059798283207255,0.00015097343957853462,-0.03462173846560709,-0.04796552149048887,-0.001907622172299612,-0.08043426918528711,-0.018005878353720577,-0.01932477861992473,-0.064021729813108
-0.00037652748983405616,-0.07127987863199611,-0.00010407335929052704,0.03031321881274605,0.12232430615865363,0.03153812269062478,0.07379323196022362,-0.0026585391470052215,0.08546519505058423,-0.06880949125838054,-0.030328075130996612,0.018516733534309188,0.1788227914046032,0.014863585731138244,-0.034673694178346634,0.050183126889951656,0.020593852094124756,0.0014232146680462645,0.014322997585294721,0.002414530075064692,-0.013680781709399398,-0.014794015481050518,0.06302568766998368,-0.0013083122398660032,0.0025029141426238014,-0.00588915983609854,0.01032998558878322,-0.034136768600149046,0.08284572243928703,0.19741752422731282,0.006412840499391997
0.060058093479130374,-0.04555570093295822,0.021440666932554416,0.03834476478704046,0.08828606786538241,-0.09783294575510022,0.16774626792629022,0.008987120292815913,0.23561473809749245,0.010090269487163296,0.0026632759677526663,-0.030068953933784517,-0.0339409509546294,0.011117614281255616,-0.03515469247259181,0.08175837756650946,-0.014296366685763139,0.047391610115565724,0.015250062142490544,0.03800534032369137,-0.14655416667377527,0.0012745941665068946,0.1304313741578236,0.006715583784107041,-0.05124682292064699,0.02783159729877353,-0.009197111792304806,0.062435133851486954,-0.0036066179721277927,-0.008435849143831279,-0.043513917313108004
0.14569760563840425,-0.1229392085275258,-0.05121054992084633,-0.042152485218067665,0.033552687622046655,0.006997431488627093,-0.007020205669534363,-0.051972003206208595,0.05393635264024401,-0.013819068254902202,0.015166505153166053,-0.08314924505223528,-0.010083993503154547,0.04918673922444364,-0.09984371077068367,0.07537202932142109,-0.016985612144480283,-0.021061896436472508,-0.0985306594294138,-0.05693262014341473,-0.010408393197563558,0.007975329492409639,-0.12213594612306017,-0.03179893227785075,0.028954110680921713,0.022675319621778062,-0.019296391977017328,0.003847477988566349,-0.04246073011496648,-0.029784231213677348,-0.060115479813108004
0.09230476093057952,-0.08265775106315966,0.0012727232423645051,-0.007498640388017265,-0.07097609870109751,0.10235708464509755,0.058808490183115444,0.014715008437413982,0.06783697558682975,0.0063891708616920975,0.010685693126900016,0.026526140759525276,0.08208112190894092,0.018707857245967623,-0.01019992647264402,0.05707659062832161,-0.023761625503970808,-0.06568068746073126,-0.020129894359822677,-0.0014502484550985748,-0.08622918404816494,-0.024336078235707694,0.05107499600989983,-0.008606591650544095,0.1339276777820311,0.09431361247077853,-0.008749127511475418,0.00506566018930224,0.043513445950053464,-0.04105850172304844,-0.101131104813108
